,Alphas,Layers,Solvers,R2
447,0.1,"(5, 5, 5)",lbfgs,0.12901003759780483
448,0.1,"(5, 5, 5)",adam,0.13994306823767233
449,0.1,"(5, 5, 5)",sgd,0.04156548258069381
450,0.1,"(5, 5, 10)",lbfgs,0.13434099990609683
451,0.1,"(5, 5, 10)",adam,0.1399344703533726
452,0.1,"(5, 5, 10)",sgd,0.08365647371441287
453,0.1,"(5, 5, 20)",lbfgs,0.12614537400917958
454,0.1,"(5, 5, 20)",adam,0.1351321015157383
455,0.1,"(5, 5, 20)",sgd,0.08746866974096179
456,0.1,"(5, 10, 2)",lbfgs,-7.473382378431204e-05
457,0.1,"(5, 10, 2)",adam,-0.005099800677395239
458,0.1,"(5, 10, 2)",sgd,-0.008569177960497054
459,0.1,"(5, 10, 5)",lbfgs,0.14656244321418999
460,0.1,"(5, 10, 5)",adam,0.13241805652172445
461,0.1,"(5, 10, 5)",sgd,-8.552774713233013e-05
462,0.1,"(5, 10, 10)",lbfgs,0.1414588312472439
463,0.1,"(5, 10, 10)",adam,0.1368244764625176
464,0.1,"(5, 10, 10)",sgd,0.10347779427877035
465,0.1,"(5, 10, 20)",lbfgs,0.1410380054105942
466,0.1,"(5, 10, 20)",adam,0.13673564903307633
467,0.1,"(5, 10, 20)",sgd,0.10119238442220602
468,0.1,"(5, 20, 2)",lbfgs,0.14531004509254908
469,0.1,"(5, 20, 2)",adam,0.13574222133855884
470,0.1,"(5, 20, 2)",sgd,0.1361874557991649
471,0.1,"(5, 20, 5)",lbfgs,0.14936833156024576
472,0.1,"(5, 20, 5)",adam,0.13841278419124647
473,0.1,"(5, 20, 5)",sgd,0.11919242324786505
474,0.1,"(5, 20, 10)",lbfgs,0.13498197973532045
475,0.1,"(5, 20, 10)",adam,0.1426713738339067
476,0.1,"(5, 20, 10)",sgd,0.03666758992398589
477,0.1,"(5, 20, 20)",lbfgs,0.1291333959958243
478,0.1,"(5, 20, 20)",adam,0.13727935945685998
479,0.1,"(5, 20, 20)",sgd,0.13025073862027325
480,0.1,"(10, 2, 2)",lbfgs,-7.473319459627703e-05
481,0.1,"(10, 2, 2)",adam,-0.006727787636942928
482,0.1,"(10, 2, 2)",sgd,0.047717560406977166
483,0.1,"(10, 2, 5)",lbfgs,0.13508496453512775
484,0.1,"(10, 2, 5)",adam,0.13534211837092425
485,0.1,"(10, 2, 5)",sgd,0.1255118818679628
486,0.1,"(10, 2, 10)",lbfgs,0.12582282458676686
487,0.1,"(10, 2, 10)",adam,0.13580510568940818
488,0.1,"(10, 2, 10)",sgd,0.13207074381407158
489,0.1,"(10, 2, 20)",lbfgs,0.14261848705473845
490,0.1,"(10, 2, 20)",adam,0.13769150690932963
491,0.1,"(10, 2, 20)",sgd,0.10748302102545071
492,0.1,"(10, 5, 2)",lbfgs,0.1292137162959941
493,0.1,"(10, 5, 2)",adam,0.13720793342972593
494,0.1,"(10, 5, 2)",sgd,0.11364034908139797
495,0.1,"(10, 5, 5)",lbfgs,0.12778718395975175
496,0.1,"(10, 5, 5)",adam,0.13935527977138407
497,0.1,"(10, 5, 5)",sgd,-0.00014346144663157645
498,0.1,"(10, 5, 10)",lbfgs,0.1477990568759293
499,0.1,"(10, 5, 10)",adam,0.13674953524815558
500,0.1,"(10, 5, 10)",sgd,0.06452498558927888
501,0.1,"(10, 5, 20)",lbfgs,0.12788098110032686
502,0.1,"(10, 5, 20)",adam,0.1407128682423734
503,0.1,"(10, 5, 20)",sgd,0.1322639822765409
504,0.1,"(10, 10, 2)",lbfgs,0.1386532518010879
505,0.1,"(10, 10, 2)",adam,0.13702636386542488
506,0.1,"(10, 10, 2)",sgd,-6.196293448135215e-05
507,0.1,"(10, 10, 5)",lbfgs,0.13385033017921666
508,0.1,"(10, 10, 5)",adam,0.1348172476277537
509,0.1,"(10, 10, 5)",sgd,0.13318217011501599
510,0.1,"(10, 10, 10)",lbfgs,0.14109877431473883
511,0.1,"(10, 10, 10)",adam,0.13744633045466192
512,0.1,"(10, 10, 10)",sgd,0.03433154744288158
513,0.1,"(10, 10, 20)",lbfgs,0.1339023953056051
514,0.1,"(10, 10, 20)",adam,0.13962351474117018
515,0.1,"(10, 10, 20)",sgd,0.0816745697785356
516,0.1,"(10, 20, 2)",lbfgs,0.13930128977359169
517,0.1,"(10, 20, 2)",adam,0.01897345031386899
518,0.1,"(10, 20, 2)",sgd,-9.826189935502327e-05
519,0.1,"(10, 20, 5)",lbfgs,0.13143787449065047
520,0.1,"(10, 20, 5)",adam,0.14408371789139618
521,0.1,"(10, 20, 5)",sgd,0.05689562197787612
522,0.1,"(10, 20, 10)",lbfgs,0.1254530604823224
523,0.1,"(10, 20, 10)",adam,0.14146221013680194
524,0.1,"(10, 20, 10)",sgd,0.12433763360738392
525,0.1,"(10, 20, 20)",lbfgs,0.14630409477686923
526,0.1,"(10, 20, 20)",adam,0.13908794966707239
527,0.1,"(10, 20, 20)",sgd,0.137577663229408
528,0.1,"(20, 2, 2)",lbfgs,0.12787122751450508
529,0.1,"(20, 2, 2)",adam,0.020373336890144422
530,0.1,"(20, 2, 2)",sgd,-0.00011168495692204239
531,0.1,"(20, 2, 5)",lbfgs,-7.473516565159599e-05
532,0.1,"(20, 2, 5)",adam,0.1369241903786822
533,0.1,"(20, 2, 5)",sgd,0.12609558251141395
534,0.1,"(20, 2, 10)",lbfgs,0.10354294291303001
535,0.1,"(20, 2, 10)",adam,0.14218136840861761
536,0.1,"(20, 2, 10)",sgd,-0.019247506590824193
537,0.1,"(20, 2, 20)",lbfgs,0.12665485774823848
538,0.1,"(20, 2, 20)",adam,0.14554528300920844
539,0.1,"(20, 2, 20)",sgd,0.12586108395840478
540,0.1,"(20, 5, 2)",lbfgs,0.12696898639083376
541,0.1,"(20, 5, 2)",adam,0.13737634628868955
542,0.1,"(20, 5, 2)",sgd,0.11287209805717258
543,0.1,"(20, 5, 5)",lbfgs,0.13867363670180077
544,0.1,"(20, 5, 5)",adam,0.14383395065460125
545,0.1,"(20, 5, 5)",sgd,0.11750582371558105
546,0.1,"(20, 5, 10)",lbfgs,0.13280376422333828
547,0.1,"(20, 5, 10)",adam,0.13906982670403067
548,0.1,"(20, 5, 10)",sgd,0.09625560117206022
549,0.1,"(20, 5, 20)",lbfgs,0.12127085001477711
550,0.1,"(20, 5, 20)",adam,0.13916247149047378
551,0.1,"(20, 5, 20)",sgd,0.13454637964655558
552,0.1,"(20, 10, 2)",lbfgs,0.12233396050788559
553,0.1,"(20, 10, 2)",adam,0.13713648308858173
554,0.1,"(20, 10, 2)",sgd,0.1272395574115447
555,0.1,"(20, 10, 5)",lbfgs,0.1385618262989402
556,0.1,"(20, 10, 5)",adam,0.14053724883967833
557,0.1,"(20, 10, 5)",sgd,0.12497022471555808
558,0.1,"(20, 10, 10)",lbfgs,0.1429704996180311
559,0.1,"(20, 10, 10)",adam,0.14290538567102573
560,0.1,"(20, 10, 10)",sgd,0.044046938715191275
561,0.1,"(20, 10, 20)",lbfgs,0.13685237872105682
562,0.1,"(20, 10, 20)",adam,0.14394043720971172
563,0.1,"(20, 10, 20)",sgd,0.0948933956547312
564,0.1,"(20, 20, 2)",lbfgs,0.12620712845659166
565,0.1,"(20, 20, 2)",adam,0.1362709894328431
566,0.1,"(20, 20, 2)",sgd,-0.00010713608507084693
567,0.1,"(20, 20, 5)",lbfgs,0.138846114756062
568,0.1,"(20, 20, 5)",adam,0.13909981292563378
569,0.1,"(20, 20, 5)",sgd,0.04496569551540064
570,0.1,"(20, 20, 10)",lbfgs,0.08879214178154493
571,0.1,"(20, 20, 10)",adam,0.14436101101640053
572,0.1,"(20, 20, 10)",sgd,0.1237222068597017
573,0.1,"(20, 20, 20)",lbfgs,0.12575870592305793
574,0.1,"(20, 20, 20)",adam,0.14511709943534823
575,0.1,"(20, 20, 20)",sgd,0.1221572453825881
